Country,Indicator ,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Kiribati,GDP per capita (current US$),,,,,,,,,,,279.5213239,293.9385613,358.8162377,592.0806924,1576.124975,999.4160647,735.1242355,682.6769224,784.7191836,728.9361104,652.9201724,688.3379652,666.3502247,612.897464,657.3617116,502.0417322,489.8259877,499.802782,621.9999015,580.3853498,549.9010785,644.7808349,638.4896458,619.7200492,715.1950992,724.9218715,842.9911892,842.2392327,801.0843947,832.0247088,796.8032036,735.0691064,826.9168653,1015.667006,1131.152504,1214.635603,1168.473302,1374.395199,1428.134977,1312.023455,1508.789745,1724.980257,1782.924951,1710.592937,1625.9913,1535.162783,1586.344978,1648.594957,1693.950155,1512.95277,1514.591059,
St. Kitts and Nevis,GDP per capita (current US$),241.5391631,243.8321218,246.1011784,253.9774464,268.7180512,276.2489041,299.2508569,353.3033311,314.6619539,348.1297634,363.2069165,441.1145778,517.7320528,546.1362039,711.0431909,753.6322943,681.8215291,1012.568184,1131.119908,1354.154947,1584.668393,1882.756998,2013.016222,2045.202676,2336.6914,2650.986469,3150.634904,3600.013356,4250.057652,4770.741897,5396.40485,5461.497752,5950.628813,6411.014695,7092.105802,7450.274145,7862.696469,8741.659658,8866.566371,9320.881307,9565.949909,10283.0328,10650.84515,10270.60416,10942.72823,11679.40971,13614.49337,14429.55024,16142.0427,15931.87331,15888.63951,16910.57011,16564.05504,17393.42727,18789.6345,18717.42876,19542.16228,20382.77987,20567.25826,22047.88303,18440.85368,18230.13235
"Korea, Rep.",GDP per capita (current US$),158.2493033,93.82864905,106.1485057,146.3143419,123.6034948,108.7221312,133.4748485,161.159931,198.431298,243.4224129,279.3049689,301.1765677,324.1962768,406.8988301,563.3559578,617.4560619,834.134208,1055.880041,1405.822374,1783.622313,1715.42946,1883.451279,1992.528225,2198.934472,2413.263925,2482.399956,2834.903848,3554.595206,4748.629608,5817.029181,6610.036508,7636.982429,8126.67039,8884.928319,10385.33617,12564.77813,13403.04959,12398.48003,8281.699982,10672.41793,12256.99357,11561.24837,13165.06574,14672.85747,16496.12009,19402.50263,21743.47745,24086.41044,21350.42798,19143.85161,23087.22564,25096.26388,25466.76052,27182.73431,29249.57522,28732.23108,29288.87044,31616.8434,33436.92306,31902.4169,31597.50465,34757.72007
Kuwait,GDP per capita (current US$),,,,,,4443.452338,4571.155742,4230.847778,4207.731536,4019.803916,3860.579007,4858.728915,5224.917155,5971.798916,13521.66733,11768.4683,12093.26837,12253.86654,12663.48935,19093.01649,20924.21201,17408.51822,14312.45856,13233.83966,13132.76511,12356.87866,9771.141271,11535.17454,10169.04084,11617.10646,8794.606046,5419.588163,,,,16932.08504,19358.37054,17748.84942,14166.16413,15435.13113,18440.37852,16587.24865,17846.37616,22148.37815,27011.654,35591.03713,42781.56475,45782.14857,55494.9301,37561.72593,38577.49828,48631.7834,51979.12069,49388.05338,44062.34091,29869.55275,27653.15762,29759.46747,33399.06048,32373.25111,24811.76971,
Latin America & Caribbean (excluding high income),GDP per capita (current US$),348.6692686,355.1176621,375.5571903,368.0389525,410.6628717,433.4332828,466.569305,462.4370785,484.7820466,529.432832,561.4723056,606.3094825,673.0470444,879.0918948,1127.856044,1188.167835,1263.844013,1340.639683,1489.934752,1710.152756,2018.911368,2259.751819,2038.616697,1723.636583,1704.34573,1654.707921,1620.326528,1704.530824,1855.938548,2045.602346,2423.567441,2545.622181,2715.710687,3145.365431,3674.630576,3869.223574,4156.266562,4463.134768,4413.669845,3852.368101,4199.341935,4025.350812,3569.395494,3602.711774,4059.980209,4856.045751,5599.171247,6539.234548,7478.332051,6863.890423,8498.597854,9824.186368,9667.271497,9815.816253,9755.448557,8203.003864,7885.57463,8699.475686,8357.124704,8165.360565,6765.532776,7727.161172
Lao PDR,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,489.9577437,641.7401976,468.3042981,278.393228,148.9650659,172.523209,203.2560175,234.7643383,250.6044968,287.3948429,325.9416118,363.8800524,378.4286058,345.9218442,248.8390915,277.810213,325.1869371,326.9417867,320.0614597,362.8214135,417.9291685,475.6107962,591.000192,710.3764067,900.7387639,949.1783811,1141.235703,1378.498492,1581.62871,1831.936916,1999.958203,2140.044323,2324.400917,2455.211559,2569.093892,2613.944427,2608.982833,2551.326081
Lebanon,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.239313,996.9046381,1012.648216,1605.371904,1899.65101,2446.527693,2820.486187,3321.297267,3791.607617,4305.641769,4669.585388,4640.384413,4491.641934,4422.389292,4579.459593,4576.387617,4630.790585,4575.107459,4626.853003,5207.792723,6111.327281,7354.953605,7761.641489,7675.30894,7948.685449,7928.28957,7681.657944,7643.008718,7617.689634,7776.034642,8003.827612,7527.44306,3801.792743,2670.441956
Liberia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.8338642,306.7102516,306.4739396,243.0895775,286.0647253,294.8932201,336.1156743,396.6017613,478.3995401,470.9481214,513.4455667,596.8966353,675.0101918,747.8686601,739.911935,721.5810505,740.914906,721.085044,710.2659984,672.3404992,601.0630058,673.0890671
Libya,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6514.318567,7040.776294,7284.917153,6447.143282,5892.622467,5161.685428,5536.866066,5998.160438,5243.596535,6819.039576,7142.771786,6266.489821,3703.042952,4673.145576,5800.588826,8163.00937,10207.95598,11387.08619,14311.23873,9913.651824,12162.66871,7709.940397,14721.86924,11921.90828,9017.93368,7590.442981,7687.882134,10205.32483,11482.13364,10218.04303,7614.325449,6018.445207
St. Lucia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,1445.924317,1628.035705,1515.314318,1607.533895,2023.246778,2253.096688,2646.985551,2869.727936,3221.481282,3584.044619,4199.636497,4383.566572,4755.104291,4775.489985,4919.380367,5194.782925,5300.354676,5340.086973,5733.826989,5947.891784,5950.047485,5642.748904,5646.456535,6150.921369,6591.645501,6949.204173,7669.21347,7969.797993,8456.694632,8137.750991,8540.07098,8983.743733,9086.387955,9378.985047,9843.308534,10093.61802,10362.35158,11034.62983,11353.71523,11591.08044,8804.561089,9570.995457
Latin America & Caribbean,GDP per capita (current US$),384.4166116,396.4563778,422.6539397,419.323544,452.4923023,473.6481563,508.0001966,505.144859,528.601011,576.0298593,612.9603067,667.2639359,732.6927836,951.7290114,1205.214092,1235.053386,1323.846865,1421.314359,1575.756748,1828.451221,2173.2141,2429.00855,2203.191351,1888.902143,1849.772001,1802.427069,1766.698222,1825.134899,1999.867597,2141.077233,2506.886067,2643.055922,2835.018733,3233.020311,3731.297642,3985.884034,4244.098479,4579.452909,4548.967771,4043.520614,4400.693873,4246.132101,3761.018461,3787.759453,4308.292822,5144.016962,5948.488622,6925.646204,7957.756747,7392.287833,9063.943384,10202.18578,10198.36203,10338.42461,10431.71262,8629.009605,8350.020625,9188.579683,8902.399152,8699.460717,7270.703584,8340.3896
Least developed countries: UN classification,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,290.8918017,282.6568948,272.4887067,253.1761628,246.527972,251.7298536,263.8247047,282.6292162,303.0672661,318.7675288,360.0642001,375.7797697,275.7118494,268.7718509,242.0485342,269.9962722,290.1241988,297.5701687,295.2773633,295.7049534,330.9290934,315.3546854,333.6041879,364.6459897,411.3711032,474.6680632,537.512922,630.2953912,751.2669424,739.2523128,820.3690583,930.2309521,955.3450319,1017.033637,1067.951985,1009.424564,1025.998979,1119.433811,1077.493342,1105.717065,1099.201561,1176.977617
Low income,GDP per capita (current US$),,,,,,,,118.9489827,122.71435,136.6324036,137.7549347,146.2878879,155.8242598,181.8474846,222.1503435,247.555638,255.8541566,289.4041383,316.9185486,342.7930499,363.9461264,364.0165177,361.8015276,342.0332747,327.9000686,321.888611,358.570153,405.5452848,359.3269129,386.3341251,459.5781703,501.8894634,359.7166489,365.8103409,351.5284881,384.3735211,412.5115887,432.6236786,429.2241674,424.1723845,481.4161019,468.8657927,487.9832214,518.951959,592.6675502,688.8598125,783.2660056,914.0604069,1066.750783,1057.709922,1162.622904,852.0498945,788.1957823,789.200762,821.3361813,791.7100264,764.7048854,834.4908817,699.4114352,720.474279,703.7338455,749.7613804
Liechtenstein,GDP per capita (current US$),,,,,,,,,,,4236.33302,4827.126337,5637.919093,7355.080307,8439.578876,10513.20529,11385.6967,12412.42797,17499.12595,19761.24848,20660.0176,19507.36553,19677.01849,19560.81037,18596.17269,19390.12664,28287.06328,37824.44216,41292.25772,39368.72709,49373.61027,50886.37531,55197.54701,55794.32733,64051.23221,78631.69911,79863.27908,72208.93467,76757.30022,81307.06837,74853.93873,74287.41337,79345.75247,89859.86537,100289.243,105399.2605,114374.2465,130655.637,143264.0594,126096.6104,141192.5347,158130.4575,149010.2249,173030.2083,178864.8519,167313.2663,165642.3863,171253.9643,176499.4026,169049.1569,,
Sri Lanka,GDP per capita (current US$),142.7796219,142.8381424,138.536654,117.0719883,120.714348,152.8526755,153.8987913,159.5059914,150.8966192,160.9131876,183.9275304,185.8597435,196.4228877,216.9950075,264.7463142,275.6277195,256.2868068,287.5616366,188.0584813,227.5097653,267.6685772,289.1308598,307.6382435,328.6506383,378.936857,369.581896,390.3507114,401.4770959,413.4550704,408.4508669,463.6187388,513.2584475,547.0545344,576.7798839,647.5791564,714.2332315,756.6569905,817.0644817,850.8116039,838.8834628,869.696285,832.8035723,867.4914868,982.195697,1065.784437,1248.698185,1435.816813,1630.388906,2037.322103,2090.401826,2799.648738,3200.861132,3350.521876,3610.289363,3819.25353,3843.780672,3886.291502,4077.043841,4059.20823,3848.212376,3694.040948,3814.715219
Lower middle income,GDP per capita (current US$),92.09921949,95.34959824,94.68920294,103.0087703,113.0093328,119.0358086,106.6976037,111.3837574,117.2218296,127.1764459,137.6752057,141.8904885,150.8735408,181.3763402,236.2697538,256.9099667,279.3172655,314.1073917,338.1951944,379.5301657,449.7768991,528.1340049,530.5580274,511.9826385,493.5176003,513.3147261,533.3086332,509.8748336,507.2433058,495.6098186,522.0283167,482.3392047,496.0695278,489.6764928,517.2536227,575.9709081,631.9149907,634.4467283,568.9721296,603.4251255,623.5333879,626.3038802,658.4241313,743.2009999,846.9947942,966.9313966,1126.107368,1360.742579,1516.921042,1520.387397,1828.252092,2069.305481,2138.965153,2141.518319,2191.985872,2109.3345,2193.471208,2322.906883,2335.303125,2411.334922,2285.711107,2581.857195
Low & middle income,GDP per capita (current US$),151.6954418,144.0552381,145.1337162,153.3188539,167.8198287,181.3155743,183.5467154,183.7115193,189.4229158,206.7890038,221.3928491,232.7036547,254.4227761,316.7543059,393.5686737,426.6096564,448.7172272,494.2966152,525.6653323,611.2791313,705.6506686,776.7261071,750.0606956,710.1150985,703.6140882,716.979014,729.2815585,738.1684299,768.962104,783.9367908,886.0990996,841.6560871,853.8367881,895.7400984,966.1075768,1071.852584,1156.277769,1204.738142,1148.264338,1107.768402,1193.112078,1186.906946,1199.695542,1332.789366,1560.39578,1832.529348,2145.015665,2613.858314,3086.455356,2979.63775,3578.022127,4167.510276,4375.13355,4570.563791,4661.974204,4366.051099,4349.147276,4718.39202,4933.697969,4993.619381,4759.776082,5530.438553
Lesotho,GDP per capita (current US$),41.30036454,41.85674859,48.16203156,53.08783393,57.47005138,59.50177373,60.20278873,61.58381798,62.46399613,65.57904294,66.80592968,72.65886604,75.12364839,109.876874,133.4173662,128.8431755,123.7134401,157.3488151,210.6837023,222.7291009,321.9987319,315.1295639,246.4011487,266.1885605,223.6435731,176.0181377,204.1784867,252.3027525,288.4066208,297.2612441,350.0587845,404.1982497,466.2747021,458.5533069,471.8420449,527.6998379,489.1310607,507.0978889,464.804531,451.9269342,436.4881373,405.6057121,382.1896086,573.6517781,753.3759044,842.812631,904.6061298,846.5423208,889.1342855,874.7298605,1119.843641,1287.269536,1229.636232,1166.911756,1194.575627,1146.064688,1018.784872,1102.629728,1192.48432,1153.388058,1050.631634,1166.461667
Late-demographic dividend,GDP per capita (current US$),174.9208106,161.7259505,162.5781703,173.90175,186.7464125,205.2302643,223.1776966,219.2677227,218.1042695,237.5713025,264.0691436,286.7871324,322.4350339,407.1221885,469.8583625,507.9789873,538.9519938,616.047823,631.8468599,740.8005896,835.4120067,864.3107792,865.9061381,783.9153645,807.1199225,824.8941441,861.7595121,892.8087289,959.8562506,1000.637738,1060.693417,1054.706487,1062.591645,1094.082043,1257.975535,1542.039595,1684.379466,1746.912862,1666.409714,1526.972084,1664.135908,1707.876625,1798.205872,2035.258884,2430.855532,2914.627504,3495.360251,4376.793957,5407.311539,5192.378349,6208.822265,7517.381346,7984.734577,8544.076174,8810.520696,8208.051873,8179.070874,9018.161029,9832.141379,9974.505915,9699.089375,11452.82041
Lithuania,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167.792582,2327.434857,2830.278071,3166.666533,3113.17906,3293.229979,3525.793632,4141.592702,5499.428989,6700.327192,7854.765279,9230.707981,12285.44705,14944.99665,11820.77616,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.18128,19575.76848,20232.30204,23433.39091
Luxembourg,GDP per capita (current US$),2242.015817,2222.366366,2311.798849,2441.038555,2755.633117,2780.092719,2900.433218,2909.660629,3175.367369,3658.900683,4298.033897,4435.398008,5486.720628,7447.213018,8966.728959,8701.304731,9490.690312,10486.33579,13034.38821,15204.33082,16531.1149,13837.12998,12590.9768,12374.03042,12126.9392,12481.96584,18149.86925,22443.43146,25219.35428,26618.06958,33465.47821,35747.3378,39570.86157,40066.72425,43933.23544,51032.34964,50444.35912,46641.64088,47445.38108,50872.44927,48659.59888,48440.14202,53005.73392,65689.32145,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,117254.7404,113218.7133,116356.158,135682.7943
Latvia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2329.576733,2431.709,2683.241368,2973.534843,3151.577018,3361.640869,3578.0019,4136.933297,5145.195232,6378.666521,7594.902384,9723.446902,14113.52913,16467.14369,12331.92855,11420.994,13338.96224,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17926.84159,17703.95344,20642.16792
"Macao SAR, China",GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,4549.016837,4342.342034,4796.93299,4804.682041,5183.06018,6352.522656,7135.115518,8130.402595,9442.486665,10647.57154,13564.12522,15304.28709,16704.89883,18277.0425,18244.35896,18107.65985,16595.29338,15649.65887,15835.99101,15665.29797,16424.93211,17921.10457,22568.31017,25183.13268,30121.56043,36550.50516,40810.82804,41010.06826,52473.19099,66891.28197,76572.15179,89260.7571,93022.87514,74818.94813,73545.75824,81019.47377,87526.07999,86197.36569,39403.13591,45421.62663
St. Martin (French part),GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20717.09321,,,21459.31913,,,,,,,
Morocco,GDP per capita (current US$),164.800827,158.923584,181.1826477,196.5312805,201.2619781,206.4490204,196.3144531,202.8572693,212.7508545,232.1259155,246.0156555,265.2076721,302.5644836,364.6361084,439.0123596,502.7565308,524.1791382,590.2322388,690.1707764,809.6276245,1078.839966,861.7979736,836.4350586,750.0216064,668.385437,660.9467163,840.0116577,920.5913696,1066.330688,1071.17749,1206.011841,1266.848877,1299.421265,1199.319092,1326.941406,1432.309814,1561.129639,1396.769653,1472.385986,1447.969238,1334.943481,1339.294067,1416.488403,1725.45752,1952.902588,2018.025513,2196.01123,2499.26001,2890.360596,2866.924072,2839.926025,3046.947754,2912.658203,3121.680176,3171.699219,2875.258057,2896.722168,3035.454346,3226.98291,3235.000732,3058.69165,3496.758301
Monaco,GDP per capita (current US$),,,,,,,,,,,12478.13122,13812.71818,16735.01323,21417.58295,22712.94336,28247.54967,28810.87301,31430.43382,38349.39576,45845.10983,51515.06413,44369.56135,41371.87681,38893.30323,36382.97346,37552.05564,52158.67774,63077.77457,68441.25161,68583.60405,84303.87843,83721.99142,91670.60401,85397.32656,89378.03979,101866.6041,101212.0026,90833.29746,92999.25345,91283.25659,82365.49236,83724.46591,90506.85951,108656.8026,123523.4932,124197.2754,134048.6219,169966.3069,185785.7259,154775.3808,150737.8925,169016.1961,157520.2194,177673.7454,189432.37,165989.5051,170028.6557,167517.0597,185978.6093,189487.1471,173688.1894,
Moldova,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.7661383,575.319576,657.4911903,578.9097663,399.6207703,440.6720307,507.5576584,570.9726454,682.5255088,897.4499588,1034.707058,1183.379211,1531.685476,2111.201495,1899.010117,2437.537683,2942.252807,3045.730612,3322.04998,3328.79433,2732.46073,2880.43529,3509.686829,4230.626969,4492.10574,4525.759654,5314.531461
Madagascar,GDP per capita (current US$),131.9931654,133.8477609,138.120004,138.4071657,142.6593399,144.4847301,152.1078972,157.4763093,165.4783754,165.0115988,169.0705601,177.4983312,193.1285826,231.4359587,261.0355901,302.1492277,280.6789305,294.9342463,324.3846534,408.9371863,596.7749793,530.504306,518.1834912,493.0889593,399.3447291,377.8566642,420.0097235,301.7444677,291.2108877,281.8117066,338.9477127,272.5249191,301.9969866,320.5639901,269.5607119,284.8227287,354.7413311,297.1150598,297.2536718,279.9212866,293.6071574,334.4416177,319.2163788,368.7972369,284.4877263,319.5374751,338.7511983,438.6555158,536.3514017,467.5397834,471.9592116,531.2654321,518.1528127,541.0659437,530.8610389,467.2354316,475.9555568,515.2933234,518.401123,526.2245722,477.6130414,514.9058618
Maldives,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,268.2966315,273.3560224,282.0806704,328.1029601,598.8774616,671.0496885,722.9226963,695.5977095,803.2648037,875.3472681,963.6356582,1063.783279,1205.712591,1329.031959,1432.17689,1569.932617,1737.733635,1926.286035,2011.944337,2154.268226,2234.595861,3038.781417,3049.207981,3476.006273,3941.431136,3640.012132,4809.93374,5574.401981,6614.23618,6636.543871,7076.739821,7291.465967,7265.723399,7928.476443,8499.307148,9033.41027,9209.443564,9577.346946,10279.07998,10561.61351,6924.105745,8994.641352
Middle East & North Africa,GDP per capita (current US$),,,,,,,,,339.0557467,364.9841125,401.3981125,462.2512692,545.0053627,717.9854148,1304.274784,1402.164677,1722.534065,1945.301944,2015.820568,2566.02201,3219.527984,3226.861194,3117.086556,3051.846642,3011.410163,2991.592087,2977.278846,2658.32718,2445.866674,2468.619139,3150.525273,2147.408586,2305.71936,2285.273669,2356.315148,2585.096162,2862.835873,2952.74938,2832.584333,3017.658257,3318.57082,3240.497035,3163.883187,3442.683666,3988.368112,4704.36999,5399.77715,6243.049021,7617.930158,6734.13743,7703.878573,8518.297706,8992.171694,8666.91024,8540.737206,7375.464756,7307.448457,7469.549834,7704.420769,7587.355596,6688.08728,7696.86848
Mexico,GDP per capita (current US$),345.2305408,363.3932709,378.1534954,409.0455701,469.4761369,494.9702613,534.2736315,565.6334089,606.2111327,650.3117272,689.7949287,738.5584763,826.4773502,981.4589828,1242.090043,1476.313217,1453.670672,1301.324622,1589.27364,2034.988669,3027.375274,3803.030926,2597.982903,2147.719559,2478.210836,2569.239714,1733.912993,1862.886204,2247.981386,2687.914845,3112.268595,3661.947965,4170.623383,5650.026286,5854.418117,3928.223711,4412.116298,5289.167653,5481.181954,6157.193044,7157.8145,7544.568723,7593.137345,7075.369643,7484.486399,8277.671564,9068.294218,9642.680517,10016.57121,8002.972178,9271.398396,10203.4213,10241.72783,10725.18359,10928.91601,9616.645558,8744.515559,9287.849587,9686.984927,9950.217622,8431.665017,9926.422768
Marshall Islands,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,972.9322837,1047.644764,1196.898025,1234.65704,1144.739245,1392.345568,1493.620755,1603.193323,1588.539507,1660.340633,1704.584427,1849.295317,1996.086538,2152.208547,2382.962699,2194.208578,2194.232256,2229.712447,2267.569122,2272.678016,2389.060707,2515.624045,2457.65454,2431.166018,2471.352046,2537.717206,2646.873996,2704.463554,2662.334015,2846.065542,3046.290071,3181.6247,3246.63025,3185.261354,3199.886846,3490.998389,3672.576783,3793.550983,4073.10983,4129.850998,4170.981918
Middle income,GDP per capita (current US$),155.6096657,147.503903,147.9847131,154.9993269,172.4294192,185.7749877,187.5866723,188.1870003,194.0421463,211.6516039,227.2144916,238.7275824,261.3169913,326.2264745,405.6512113,439.281452,462.441321,508.9536646,540.6738903,630.7125724,730.5409741,806.9181521,778.529146,737.2090553,731.4398477,746.4360929,756.9718071,762.9166304,799.8908885,814.4725767,919.4848976,869.2735392,892.8856205,938.1213057,1015.582721,1127.923593,1217.738164,1269.403098,1209.438231,1166.84011,1255.774331,1251.030269,1264.446679,1407.875055,1651.071685,1941.457147,2276.737255,2780.751448,3288.00379,3174.717717,3826.335329,4510.250941,4750.537744,4971.544305,5074.932484,4755.93561,4745.70858,5154.4311,5415.611006,5487.844058,5237.022473,6102.000869
North Macedonia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354.275256,2477.683038,1225.373149,1352.028452,1796.227426,2373.384463,2333.327982,1959.560738,1875.817764,1915.393753,1861.898065,1823.023561,1989.135125,2440.476943,2795.899261,3072.678573,3362.968419,4079.391954,4841.251694,4584.709832,4577.688755,5098.097583,4728.308142,5241.058345,5495.735049,4861.553971,5149.589074,5450.492881,6108.740108,6070.388054,5846.465899,6720.896285
Mali,GDP per capita (current US$),,,,,,,,48.27991729,59.46751877,57.99175637,60.4756724,65.38457443,79.15740204,90.10014291,84.59768687,128.1509527,142.3780112,156.4059579,178.990845,229.3457664,248.1890561,212.7202384,180.5134383,171.9996408,160.2280724,177.7599538,232.8926646,259.312078,265.4388997,262.967724,317.3892458,315.4562709,319.8380288,310.1383764,223.0177142,282.3410342,282.6328692,267.1893038,281.8725614,323.2871441,270.5430066,307.7058286,336.4171745,393.4067552,440.9584225,489.0228556,523.0429833,597.4798157,697.0878037,701.7120055,710.2743036,837.6057753,778.6252109,805.0339407,848.2789916,751.4728892,780.7235497,830.0214445,894.8048435,879.0431675,862.453012,917.9130633
Malta,GDP per capita (current US$),,,,,,,,,,,828.4216803,874.0663356,975.7588009,1143.620203,1245.361225,1560.112154,1726.559448,2037.897337,2558.740255,3195.552586,3948.403126,3898.243037,3788.050632,3527.04,3332.885357,3322.421283,4194.653939,5083.669139,5814.364771,6040.609862,7191.923603,7558.277383,8220.245518,7296.310144,8000.518005,9857.480771,10062.73358,9909.894481,10409.30845,10633.60338,10432.32812,10402.23337,11289.88984,13669.49712,15197.05671,15888.17232,16723.88418,19485.87119,22205.35681,21083.27715,21799.17426,23155.55479,22527.63676,24771.07658,26754.26845,24921.60368,25624.53727,28857.01987,31573.11656,31185.64962,28946.46268,33257.42203
Myanmar,GDP per capita (current US$),,26.30835691,26.98591999,28.4494305,20.03548737,16.59645926,12.80281246,12.91545601,20.41827705,20.7006416,21.23258283,20.03952875,22.20941504,22.81397279,33.4428192,36.86522592,36.90308232,31.23485178,27.99843553,27.46376418,29.52861952,30.44526282,36.45524107,39.1104215,36.37603624,34.51653083,41.08938115,36.74730845,34.73930543,41.11868748,49.26489079,51.01874105,52.26378444,65.51058315,88.08746963,111.1407801,129.5689382,125.1036646,101.1389631,122.2106391,146.6045788,131.7152982,128.0997018,161.0555236,193.3687658,216.3115014,240.6240142,314.2022942,460.9088892,586.1681802,746.94536,1061.344429,1134.302224,1168.165453,1210.097654,1196.743333,1136.610627,1151.114464,1250.173685,1271.111536,1450.662673,1187.238484
Middle East & North Africa (excluding high income),GDP per capita (current US$),,,,,,213.9163598,217.0371244,228.6601929,244.8248335,264.4346678,290.8968959,324.9839545,377.9974616,489.1496951,726.7038436,823.6568112,989.8598279,1114.847045,1165.404741,1412.554459,1642.26703,1554.646703,1728.576261,1882.704968,1932.071811,2042.848964,2227.604766,1891.442322,1687.296806,1650.467364,2241.412514,1132.138471,1216.723021,1220.540385,1279.82378,1460.052528,1649.361417,1710.409931,1711.898705,1828.294846,1904.949977,1892.547133,1809.616019,1942.429143,2268.073676,2631.704991,3015.265416,3613.760484,4380.665054,4191.909769,4748.306151,4822.027018,5092.955544,4601.10314,4452.593964,3931.556278,3962.898791,3864.148677,3604.925763,3574.162674,3190.325097,3612.245533
Montenegro,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.072633,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.394145,7367.751909,6727.107767,6688.4824,7328.932252,6586.721279,7188.862445,7387.871036,6517.189614,7033.438006,7803.362579,8850.378404,8909.890151,7694.633759,9367.016884
Mongolia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,1332.640563,1435.767097,1495.017389,1121.664763,1137.685618,1465.445436,1485.533781,1533.448708,1670.695211,1172.446287,1072.635835,587.3032317,339.5205869,405.9755499,631.920915,580.9100918,505.5923093,477.3341262,444.9945833,474.2170943,524.0540084,571.594979,646.192471,797.9777263,998.829388,1334.212724,1632.727582,2136.562402,1714.361827,2643.287083,3757.565415,4351.888461,4366.089537,4158.521471,3875.321675,3658.3903,3687.100003,4156.84697,4404.84583,4060.950518,4534.918589
Northern Mariana Islands,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21981.78456,21379.02474,21139.06359,18763.15278,17714.63336,16988.13728,17191.1902,14669.52061,14804.24673,13496.75078,13736.97197,14091.19118,15044.9359,16314.38355,21891.18479,27584.74351,22886.67405,20659.64029,,
Mozambique,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.6139075,191.2178344,189.9352925,187.0846016,187.2938682,241.6473879,283.5142141,313.0661607,346.5754492,319.3596208,296.2684069,302.5452337,326.0751909,383.2702219,416.8098242,435.3340633,482.1985636,563.6496343,520.4026316,471.90436,594.5861485,657.6450363,664.0772657,673.9694763,589.8594314,428.9264503,461.4149278,503.3020092,506.8171391,448.8438914,500.4448085
Mauritania,GDP per capita (current US$),,181.8360961,182.1818927,181.0904764,234.6333581,258.9904796,262.3122678,269.839802,288.4418017,265.1650445,269.8044919,283.9813252,321.7148148,393.28245,474.5192062,528.6200399,565.5770128,566.2303052,553.7607512,636.223424,680.1861099,696.81573,678.7087912,692.7873417,620.7608293,567.2497793,648.5451421,715.3403265,732.9735101,731.9468971,740.7361713,1021.923446,1010.103031,840.2632166,862.2742228,904.0907235,898.5131619,851.4255276,814.1703353,775.2720141,676.5690224,646.1151155,639.6675829,717.8998676,803.7779156,970.8423607,1259.541505,1357.124285,1579.511548,1389.338533,1610.92063,1879.770243,1815.218939,1892.096098,1677.109019,1524.073317,1536.855615,1587.858904,1669.773476,1743.301317,1702.486959,1723.013866
