Country,Series,Year,GDP per capita
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,
,,2002,21981.78456
,,2003,21379.02474
,,2004,21139.06359
,,2005,18763.15278
,,2006,17714.63336
,,2007,16988.13728
,,2008,17191.1902
,,2009,14669.52061
,,2010,14804.24673
,,2011,13496.75078
,,2012,13736.97197
,,2013,14091.19118
,,2014,15044.9359
,,2015,16314.38355
,,2016,21891.18479
,,2017,27584.74351
,,2018,22886.67405
,,2019,20659.64029
,,2020,
,,2021,
Norway,GDP per capita (current US$),1960,1441.75566
,,1961,1560.324931
,,1962,1667.24743
,,1963,1775.582655
,,1964,1937.884614
,,1965,2164.468823
,,1966,2317.194884
,,1967,2514.043772
,,1968,2662.117492
,,1969,2875.235844
,,1970,3306.219476
,,1971,3736.348737
,,1972,4413.575692
,,1973,5689.588807
,,1974,6811.527337
,,1975,8204.451512
,,1976,8927.201627
,,1977,10266.12067
,,1978,11462.64159
,,1979,13046.53722
,,1980,15772.24091
,,1981,15512.5067
,,1982,15224.89391
,,1983,14927.51748
,,1984,14989.48577
,,1985,15753.55277
,,1986,18883.2658
,,1987,22505.89771
,,1988,24207.28147
,,1989,24281.09614
,,1990,28242.94374
,,1991,28596.933
,,1992,30523.98506
,,1993,27963.66522
,,1994,29315.84191
,,1995,34875.70433
,,1996,37321.9742
,,1997,36629.0309
,,1998,34788.35985
,,1999,36371.05095
,,2000,38131.46061
,,2001,38542.7151
,,2002,43084.47247
,,2003,50134.89077
,,2004,57603.83602
,,2005,66810.47852
,,2006,74148.32008
,,2007,85139.96045
,,2008,96944.09561
,,2009,79977.69708
,,2010,87693.79007
,,2011,100600.5624
,,2012,101524.1419
,,2013,102913.4508
,,2014,97019.18275
,,2015,74355.51586
,,2016,70460.56053
,,2017,75496.75406
,,2018,82267.80932
,,2019,75719.7529
,,2020,67329.67779
,,2021,89202.75054
Oman,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,101.2591791
,,1966,105.5566874
,,1967,162.3238308
,,1968,277.909232
,,1969,342.4750102
,,1970,354.0821008
,,1971,401.9004645
,,1972,472.5203841
,,1973,598.5661842
,,1974,1954.883148
,,1975,2377.10755
,,1976,2760.541488
,,1977,2803.394083
,,1978,2653.281709
,,1979,3419.265724
,,1980,5181.826219
,,1981,5947.280838
,,1982,5855.822404
,,1983,5828.101618
,,1984,6164.192659
,,1985,6677.398407
,,1986,4691.209375
,,1987,4822.101942
,,1988,4997.39045
,,1989,5382.732526
,,1990,6448.13836
,,1991,5988.866834
,,1992,6278.652491
,,1993,6029.183803
,,1994,6013.200263
,,1995,6261.764469
,,1996,6830.639424
,,1997,7039.621237
,,1998,6215.715413
,,1999,6915.370973
,,2000,8601.271944
,,2001,8475.968643
,,2002,8626.965234
,,2003,9066.312371
,,2004,10126.13774
,,2005,12377.08001
,,2006,14420.51204
,,2007,15838.46956
,,2008,22139.74071
,,2009,16823.79498
,,2010,21369.35297
,,2011,23837.31094
,,2012,24988.01259
,,2013,23888.62658
,,2014,23017.93398
,,2015,18444.927
,,2016,16772.73921
,,2017,17329.18546
,,2018,18947.3665
,,2019,17700.70349
,,2020,14485.38612
,,2021,16439.29645
Pakistan,GDP per capita (current US$),1960,83.33794593
,,1961,89.40903403
,,1962,91.31918488
,,1963,95.70337782
,,1964,104.8802176
,,1965,116.4467247
,,1966,125.546992
,,1967,139.1184751
,,1968,145.9456727
,,1969,153.4169694
,,1970,172.4656661
,,1971,178.5551136
,,1972,153.3840396
,,1973,101.1646559
,,1974,137.108934
,,1975,168.0803848
,,1976,191.3010842
,,1977,213.1687025
,,1978,243.3358381
,,1979,260.5623336
,,1980,303.0509594
,,1981,348.2950607
,,1982,368.2773993
,,1983,332.5210468
,,1984,349.1820502
,,1985,337.8285325
,,1986,335.0201588
,,1987,339.3322552
,,1988,379.4545167
,,1989,384.3643055
,,1990,371.6785676
,,1991,411.859439
,,1992,429.1469022
,,1993,442.4922573
,,1994,434.4654042
,,1995,489.8818298
,,1996,497.2161314
,,1997,476.3812276
,,1998,461.2167361
,,1999,454.2761123
,,2000,576.1955804
,,2001,544.4942514
,,2002,534.3039007
,,2003,599.3763305
,,2004,687.8364127
,,2005,748.9225893
,,2006,836.8605262
,,2007,908.0950852
,,2008,990.8466112
,,2009,957.9956753
,,2010,987.409712
,,2011,1164.978823
,,2012,1198.117637
,,2013,1208.91771
,,2014,1251.175719
,,2015,1356.667831
,,2016,1540.184503
,,2017,1631.531909
,,2018,1678.04315
,,2019,1481.813864
,,2020,1359.514522
,,2021,1537.936411
Palau,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,7657.951214
,,2001,8092.207323
,,2002,8307.957438
,,2003,7771.209368
,,2004,8317.113942
,,2005,9626.612414
,,2006,9843.049373
,,2007,10381.42387
,,2008,10598.88283
,,2009,10252.75014
,,2010,10356.63362
,,2011,11094.83322
,,2012,12044.10547
,,2013,12561.33614
,,2014,13711.7617
,,2015,15876.46193
,,2016,16835.986
,,2017,16019.98989
,,2018,15895.2599
,,2019,15232.48708
,,2020,14243.86469
,,2021,
Panama,GDP per capita (current US$),1960,474.0906704
,,1961,513.2516793
,,1962,542.3281858
,,1963,583.4115618
,,1964,608.1004849
,,1965,648.4360821
,,1966,686.0694008
,,1967,742.1140689
,,1968,775.6393081
,,1969,827.1733263
,,1970,889.2377077
,,1971,974.9369999
,,1972,1040.810314
,,1973,1157.624086
,,1974,1287.954959
,,1975,1395.476185
,,1976,1444.748181
,,1977,1489.964055
,,1978,1721.77463
,,1979,1918.162773
,,1980,2332.126385
,,1981,2577.745173
,,1982,2782.289796
,,1983,2791.771146
,,1984,2849.053877
,,1985,2947.691556
,,1986,2996.620763
,,1987,2945.169327
,,1988,2492.144328
,,1989,2446.230921
,,1990,2603.847676
,,1991,2803.944925
,,1992,3122.087316
,,1993,3339.914374
,,1994,3489.151106
,,1995,3494.51729
,,1996,3529.852222
,,1997,3741.28733
,,1998,3974.664305
,,1999,4082.614583
,,2000,4060.317793
,,2001,4046.429148
,,2002,4126.232386
,,2003,4267.292687
,,2004,4592.152614
,,2005,4916.907612
,,2006,5348.884253
,,2007,6166.187862
,,2008,7154.274496
,,2009,7576.140467
,,2010,8082.01618
,,2011,9358.26813
,,2012,10722.26148
,,2013,11889.09507
,,2014,12796.07404
,,2015,13630.30115
,,2016,14343.98026
,,2017,15146.40851
,,2018,15544.99908
,,2019,15774.25495
,,2020,12509.83529
,,2021,14516.45805
Papua New Guinea,GDP per capita (current US$),1960,102.1766587
,,1961,106.5853255
,,1962,111.6004653
,,1963,115.6641376
,,1964,125.4250001
,,1965,138.4706328
,,1966,153.9456827
,,1967,170.0953128
,,1968,182.6222427
,,1969,202.7498539
,,1970,231.9462843
,,1971,251.8724651
,,1972,294.2979516
,,1973,434.5994936
,,1974,479.047218
,,1975,432.0431119
,,1976,469.5461972
,,1977,496.8041299
,,1978,574.8479325
,,1979,659.4481356
,,1980,712.9190725
,,1981,681.0247781
,,1982,628.5237849
,,1983,661.8879359
,,1984,641.9915399
,,1985,593.8152473
,,1986,632.5174724
,,1987,732.3921728
,,1988,831.0329102
,,1989,786.8789271
,,1990,697.5389685
,,1991,801.4729647
,,1992,905.249168
,,1993,1005.151953
,,1994,1086.291169
,,1995,893.7731191
,,1996,970.0904769
,,1997,906.3609204
,,1998,678.8966674
,,1999,608.2815307
,,2000,602.1864903
,,2001,515.6847804
,,2002,491.8343081
,,2003,568.2463486
,,2004,618.0367032
,,2005,749.1865116
,,2006,1256.979648
,,2007,1401.949447
,,2008,1672.951024
,,2009,1626.312855
,,2010,1949.351185
,,2011,2406.910967
,,2012,2790.676303
,,2013,2729.888751
,,2014,2920.782986
,,2015,2679.346579
,,2016,2509.629637
,,2017,2695.249009
,,2018,2801.371393
,,2019,2820.306397
,,2020,2757.011019
,,2021,2916.357349
Paraguay,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,204.2008304
,,1966,208.8501353
,,1967,215.0668973
,,1968,220.096548
,,1969,230.5024334
,,1970,240.2705038
,,1971,262.0676904
,,1972,296.1091884
,,1973,374.3419598
,,1974,489.5614817
,,1975,541.4879412
,,1976,593.6543256
,,1977,712.6585154
,,1978,849.5248677
,,1979,1103.913114
,,1980,1398.054298
,,1981,1718.499822
,,1982,1608.724557
,,1983,1635.633487
,,1984,1260.743798
,,1985,892.8904517
,,1986,984.3830554
,,1987,1020.381636
,,1988,1063.474754
,,1989,1156.924625
,,1990,1376.165325
,,1991,1611.399861
,,1992,1610.212247
,,1993,1591.374158
,,1994,1686.845278
,,1995,1897.098347
,,1996,2002.68346
,,1997,1993.804376
,,1998,1812.993667
,,1999,1694.11121
,,2000,1663.604939
,,2001,1565.054289
,,2002,1300.852367
,,2003,1365.416418
,,2004,1679.49512
,,2005,1843.634108
,,2006,2271.088885
,,2007,2976.84448
,,2008,4047.702445
,,2009,3626.747293
,,2010,4342.065845
,,2011,5326.358284
,,2012,5185.141549
,,2013,5936.975959
,,2014,6118.31811
,,2015,5413.776021
,,2016,5324.609068
,,2017,5678.869972
,,2018,5782.78455
,,2019,5383.574422
,,2020,4967.687212
,,2021,5400.103826
Peru,GDP per capita (current US$),1960,253.2649213
,,1961,277.5687634
,,1962,305.7616169
,,1963,325.5163392
,,1964,382.7439648
,,1965,441.182112
,,1966,507.5309532
,,1967,500.8734862
,,1968,450.4014675
,,1969,490.4136037
,,1970,552.1797687
,,1971,599.1156553
,,1972,646.1428162
,,1973,752.2233843
,,1974,922.8464967
,,1975,1094.161608
,,1976,1006.890862
,,1977,899.2555182
,,1978,750.4328671
,,1979,931.088402
,,1980,1033.061047
,,1981,1204.562057
,,1982,1182.053145
,,1983,918.3793859
,,1984,910.1798859
,,1985,836.9460873
,,1986,753.5315298
,,1987,1000.532272
,,1988,729.8761993
,,1989,1040.962255
,,1990,1196.586858
,,1991,1524.770536
,,1992,1566.011279
,,1993,1488.032995
,,1994,1881.737355
,,1995,2194.017247
,,1996,2232.075816
,,1997,2306.438527
,,1998,2163.119357
,,1999,1924.486419
,,2000,1955.588006
,,2001,1941.475342
,,2002,2021.240038
,,2003,2145.643889
,,2004,2417.034363
,,2005,2729.499172
,,2006,3154.331349
,,2007,3606.070689
,,2008,4220.616378
,,2009,4196.311627
,,2010,5082.353706
,,2011,5869.323882
,,2012,6528.971775
,,2013,6756.752996
,,2014,6672.877373
,,2015,6229.100674
,,2016,6204.996457
,,2017,6710.507602
,,2018,6958.497262
,,2019,7023.077526
,,2020,6117.493571
,,2021,6692.248375
Philippines,GDP per capita (current US$),1960,286.1043301
,,1961,300.8420416
,,1962,176.4600348
,,1963,189.746866
,,1964,198.7325697
,,1965,210.8477965
,,1966,225.6144365
,,1967,235.3424627
,,1968,255.4430364
,,1969,275.1599962
,,1970,211.1290884
,,1971,227.2770483
,,1972,239.1102216
,,1973,292.4555135
,,1974,388.7935401
,,1975,408.7425894
,,1976,456.5953187
,,1977,510.7376538
,,1978,574.5528125
,,1979,677.4872734
,,1980,778.0827803
,,1981,832.0790958
,,1982,843.7225959
,,1983,734.4881978
,,1984,676.3619165
,,1985,644.146048
,,1986,609.5770431
,,1987,659.9530529
,,1988,733.9412969
,,1989,803.9959945
,,1990,816.0295457
,,1991,816.0804127
,,1992,929.2862821
,,1993,931.5661269
,,1994,1073.017568
,,1995,1212.944437
,,1996,1325.571064
,,1997,1288.580731
,,1998,997.5936933
,,1999,1122.032017
,,2000,1072.801752
,,2001,990.5659913
,,2002,1036.158331
,,2003,1048.008205
,,2004,1121.490006
,,2005,1244.348741
,,2006,1452.438089
,,2007,1744.639979
,,2008,1998.02692
,,2009,1904.196388
,,2010,2217.472153
,,2011,2450.735694
,,2012,2694.305109
,,2013,2871.429701
,,2014,2959.645435
,,2015,3001.043182
,,2016,3073.654686
,,2017,3123.245642
,,2018,3252.110274
,,2019,3485.340844
,,2020,3301.218603
,,2021,3548.828323
Poland,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,1731.209531
,,1991,2235.541089
,,1992,2459.020685
,,1993,2497.195241
,,1994,2874.825311
,,1995,3686.8193
,,1996,4147.465501
,,1997,4123.135618
,,1998,4518.108226
,,1999,4398.081043
,,2000,4501.454067
,,2001,4991.244358
,,2002,5207.171421
,,2003,5701.602212
,,2004,6681.386472
,,2005,8021.505743
,,2006,9035.410467
,,2007,11254.51739
,,2008,13996.02515
,,2009,11526.05589
,,2010,12613.011
,,2011,13879.56099
,,2012,13097.27085
,,2013,13696.4663
,,2014,14271.30585
,,2015,12578.49547
,,2016,12447.43959
,,2017,13864.68176
,,2018,15468.48222
,,2019,15732.20313
,,2020,15742.45373
,,2021,17840.92105
Portugal,GDP per capita (current US$),1960,360.4992985
,,1961,382.729947
,,1962,407.8528436
,,1963,432.5117296
,,1964,468.7810816
,,1965,520.9106594
,,1966,575.0076807
,,1967,646.8227201
,,1968,719.0804919
,,1969,795.7593714
,,1970,934.0821561
,,1971,1064.537713
,,1972,1302.266268
,,1973,1747.989041
,,1974,2000.418246
,,1975,2127.637507
,,1976,2173.283934
,,1977,2267.371003
,,1978,2457.313216
,,1979,2755.624618
,,1980,3368.366669
,,1981,3245.975214
,,1982,3079.949566
,,1983,2735.491066
,,1984,2522.747476
,,1985,2705.193002
,,1986,3861.948433
,,1987,4803.866095
,,1988,5623.697
,,1989,6056.381028
,,1990,7884.617988
,,1991,8958.985333
,,1992,10810.56651
,,1993,9534.656364
,,1994,9977.319909
,,1995,11781.36185
,,1996,12185.0914
,,1997,11575.50711
,,1998,12199.20639
,,1999,12475.29177
,,2000,11526.37207
,,2001,11734.76497
,,2002,12936.69282
,,2003,15797.78213
,,2004,18064.15809
,,2005,18780.12751
,,2006,19839.45405
,,2007,22811.05648
,,2008,24949.04136
,,2009,23151.21541
,,2010,22520.64231
,,2011,23217.2955
,,2012,20563.7136
,,2013,21653.19598
,,2014,22103.70097
,,2015,19250.10654
,,2016,19991.97249
,,2017,21490.42986
,,2018,23562.55452
,,2019,23330.81729
,,2020,22194.56611
,,2021,24262.18094
Puerto Rico,GDP per capita (current US$),1960,717.5148431
,,1961,777.2150274
,,1962,854.744805
,,1963,931.751666
,,1964,1006.434446
,,1965,1110.832691
,,1966,1207.811824
,,1967,1335.274112
,,1968,1480.693176
,,1969,1661.866885
,,1970,1852.354673
,,1971,2044.319906
,,1972,2246.476714
,,1973,2432.414219
,,1974,2614.500941
,,1975,2738.243153
,,1976,2946.461953
,,1977,3208.771356
,,1978,3567.752629
,,1979,4024.50942
,,1980,4502.838428
,,1981,4920.722937
,,1982,5115.008514
,,1983,5217.722729
,,1984,5730.117009
,,1985,6008.054486
,,1986,6455.184461
,,1987,6980.490143
,,1988,7595.444656
,,1989,8033.089441
,,1990,8652.507492
,,1991,9064.018517
,,1992,9659.3389
,,1993,10212.27676
,,1994,10876.41882
,,1995,11579.185
,,1996,12173.16369
,,1997,12817.64496
,,1998,14304.40499
,,1999,15220.99134
,,2000,16192.12697
,,2001,18123.1987
,,2002,18731.45939
,,2003,19557.12025
,,2004,20988.99233
,,2005,21959.3227
,,2006,22935.94116
,,2007,23664.88235
,,2008,24898.33459
,,2009,25768.72589
,,2010,26435.74879
,,2011,27278.88305
,,2012,27944.73389
,,2013,28513.16574
,,2014,28981.45733
,,2015,29763.4883
,,2016,30627.1634
,,2017,31108.76057
,,2018,31604.70151
,,2019,32850.54861
,,2020,31429.86612
,,2021,
Qatar,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,2755.556485
,,1971,3246.715887
,,1972,3909.888056
,,1973,5583.61784
,,1974,15631.69314
,,1975,15292.57418
,,1976,18906.15333
,,1977,19842.03606
,,1978,21109.99605
,,1979,27455.0149
,,1980,35010.39528
,,1981,34926.704
,,1982,27402.26749
,,1983,20910.45334
,,1984,19645.31466
,,1985,16590.80272
,,1986,12704.36631
,,1987,12901.52096
,,1988,13611.44569
,,1989,14052.58982
,,1990,15454.17967
,,1991,14124.26385
,,1992,15434.21009
,,1993,14270.97377
,,1994,14544.00559
,,1995,15849.56574
,,1996,17337.42187
,,1997,21104.76372
,,1998,18593.41407
,,1999,21723.8142
,,2000,29976.16763
,,2001,28517.22084
,,2002,30214.67042
,,2003,34517.60321
,,2004,42124.94084
,,2005,51455.95094
,,2006,59530.561
,,2007,65421.37692
,,2008,80234.19083
,,2009,59094.65918
,,2010,67403.08768
,,2011,82409.94164
,,2012,85075.98654
,,2013,85050.68435
,,2014,83858.34046
,,2015,63039.11263
,,2016,57162.96801
,,2017,59124.86727
,,2018,65907.94843
,,2019,62087.97413
,,2020,50124.38594
,,2021,61275.99827
Romania,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,1673.838364
,,1988,1769.889931
,,1989,1817.902101
,,1990,1680.705623
,,1991,1260.749045
,,1992,1102.103785
,,1993,1158.132516
,,1994,1323.104325
,,1995,1650.276481
,,1996,1633.010644
,,1997,1577.323357
,,1998,1852.467309
,,1999,1599.889533
,,2000,1659.90764
,,2001,1825.179805
,,2002,2119.882673
,,2003,2679.41191
,,2004,3494.944517
,,2005,4617.929016
,,2006,5757.496429
,,2007,8360.166321
,,2008,10435.04398
,,2009,8548.118672
,,2010,8214.076893
,,2011,9099.217539
,,2012,8507.104775
,,2013,9547.852151
,,2014,10043.67745
,,2015,8969.148921
,,2016,9548.587403
,,2017,10807.00917
,,2018,12398.98198
,,2019,12899.34611
,,2020,12956.56625
,,2021,14861.90917
Russia,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,3777.235352
,,1989,3428.762207
,,1990,3492.710205
,,1991,3490.452393
,,1992,3098.802734
,,1993,2930.670166
,,1994,2662.104004
,,1995,2665.779785
,,1996,2643.929199
,,1997,2737.572021
,,1998,1834.861816
,,1999,1330.757202
,,2000,1771.594116
,,2001,2100.352539
,,2002,2377.529541
,,2003,2975.125244
,,2004,4102.364746
,,2005,5323.462891
,,2006,6920.188965
,,2007,9101.254883
,,2008,11635.27246
,,2009,8562.813477
,,2010,10674.99609
,,2011,14311.08398
,,2012,15420.875
,,2013,15974.64453
,,2014,14095.64844
,,2015,9313.013672
,,2016,8704.898438
,,2017,10720.33301
,,2018,11287.36035
,,2019,11536.25098
,,2020,10161.98242
,,2021,12172.78516
Rwanda,GDP per capita (current US$),1960,40.53721128
,,1961,40.68926811
,,1962,40.94418195
,,1963,41.21829693
,,1964,41.08387938
,,1965,45.98928276
,,1966,37.48883932
,,1967,46.64274253
,,1968,48.78409978
,,1969,51.7946093
,,1970,58.52527645
,,1971,57.58923534
,,1972,61.81190225
,,1973,70.80298517
,,1974,72.89440258
,,1975,131.019799
,,1976,141.5310109
,,1977,160.3842428
,,1978,188.1847569
,,1979,222.8134383
,,1980,243.4870745
,,1981,264.0263841
,,1982,255.6370123
,,1983,260.0054447
,,1984,268.9232767
,,1985,279.1049643
,,1986,301.7981245
,,1987,318.2065002
,,1988,337.9554619
,,1989,330.4971213
,,1990,349.8733096
,,1991,269.8504233
,,1992,302.7386376
,,1993,314.7513041
,,1994,126.954894
,,1995,221.6289261
,,1996,229.8867674
,,1997,288.4093021
,,1998,285.7102739
,,1999,287.3802065
,,2000,260.6076547
,,2001,238.788134
,,2002,233.1575044
,,2003,249.7507031
,,2004,273.6446627
,,2005,331.7045113
,,2006,366.9116293
,,2007,438.6813363
,,2008,543.5680119
,,2009,579.7532368
,,2010,609.7542974
,,2011,668.5278483
,,2012,725.2049521
,,2013,722.9290868
,,2014,742.9662434
,,2015,751.1105055
,,2016,744.7943858
,,2017,772.2948846
,,2018,783.8127901
,,2019,820.1772393
,,2020,786.3018148
,,2021,833.8298757
Samoa,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,770.3215557
,,1983,706.4499894
,,1984,685.7502956
,,1985,597.3447482
,,1986,628.7548498
,,1987,694.0391033
,,1988,824.2975133
,,1989,758.8761523
,,1990,772.5343204
,,1991,765.8366184
,,1992,799.4624531
,,1993,796.5850105
,,1994,1310.68479
,,1995,1322.35067
,,1996,1460.047151
,,1997,1659.114822
,,1998,1559.147665
,,1999,1471.205058
,,2000,1483.807415
,,2001,1518.29369
,,2002,1597.378918
,,2003,1878.672728
,,2004,2283.070695
,,2005,2652.996245
,,2006,2763.933685
,,2007,3150.586176
,,2008,3499.460768
,,2009,3402.849714
,,2010,3566.458334
,,2011,3933.459314
,,2012,4022.177798
,,2013,4037.813902
,,2014,3937.186298
,,2015,4073.729083
,,2016,4109.663296
,,2017,4258.978675
,,2018,4187.504787
,,2019,4322.868416
,,2020,4068.078865
,,2021,3939.113696
San Marino,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,40864.32547
,,2000,36604.49338
,,2001,38730.80304
,,2002,41464.74643
,,2003,51270.12923
,,2004,59558.77272
,,2005,60900.54329
,,2006,64261.03273
,,2007,72697.70599
,,2008,78643.55065
,,2009,66703.21823
,,2010,60254.7763
,,2011,57297.51331
,,2012,49988.46363
,,2013,51570.98395
,,2014,50817.33082
,,2015,42662.90241
,,2016,43828.23155
,,2017,45399.02898
,,2018,48996.59299
,,2019,47727.13489
,,2020,45515.7577
,,2021,
Sao Tome and Principe,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,524.6698721
,,2002,577.628404
,,2003,678.7379639
,,2004,745.3202999
,,2005,866.5049956
,,2006,883.0970413
,,2007,896.8677913
,,2008,1098.755219
,,2009,1067.908053
,,2010,1090.260763
,,2011,1254.541598
,,2012,1330.620114
,,2013,1564.768548
,,2014,1770.467688
,,2015,1584.775657
,,2016,1700.097997
,,2017,1813.807434
,,2018,1953.513257
,,2019,1987.579702
,,2020,2157.840446
,,2021,2449.333442
Saudi Arabia,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,777.2672726
,,1969,801.0447392
,,1970,921.3350532
,,1971,1177.724612
,,1972,1511.670381
,,1973,2227.006073
,,1974,6437.41809
,,1975,6304.116447
,,1976,8202.77002
,,1977,9038.879186
,,1978,9282.661166
,,1979,12241.25715
,,1980,16977.98593
,,1981,17871.992
,,1982,13944.95128
,,1983,11039.2398
,,1984,9632.538746
,,1985,7919.651547
,,1986,6304.259838
,,1987,5932.29551
,,1988,5856.382339
,,1989,6085.956465
,,1990,7246.01592
,,1991,7883.245268
,,1992,7932.093233
,,1993,7485.541756
,,1994,7421.289194
,,1995,7690.576284
,,1996,8335.804742
,,1997,8551.676059
,,1998,7419.161144
,,1999,8007.958194
,,2000,9171.331476
,,2001,8684.645762
,,2002,8695.396483
,,2003,9609.968686
,,2004,11185.13704
,,2005,13791.45476
,,2006,15384.73836
,,2007,16516.63178
,,2008,20078.26007
,,2009,16113.14371
,,2010,19262.5476
,,2011,23745.88058
,,2012,25243.602
,,2013,24845.12466
,,2014,24464.21256
,,2015,20627.92178
,,2016,19878.76817
,,2017,20802.46179
,,2018,24228.83904
,,2019,23450.56202
,,2020,20203.66888
,,2021,23585.88563
Senegal,GDP per capita (current US$),1960,312.9929628
,,1961,321.3612396
,,1962,320.5015389
,,1963,322.3007333
,,1964,332.0811553
,,1965,328.5631692
,,1966,329.0533134
,,1967,319.6393517
,,1968,326.1957965
,,1969,301.2671658
,,1970,304.7340906
,,1971,305.3080464
,,1972,358.3679264
,,1973,399.8086239
,,1974,437.6157344
,,1975,574.1332295
,,1976,567.444141
,,1977,567.0256629
,,1978,618.1550892
,,1979,751.0253442
,,1980,807.8059295
,,1981,713.5152286
,,1982,679.2100742
,,1983,586.1429002
,,1984,555.1906931
,,1985,590.1329701
,,1986,808.3292307
,,1987,943.5124978
,,1988,905.7090934
,,1989,871.6409618
,,1990,982.0178763
,,1991,935.4919598
,,1992,972.4318336
,,1993,895.6132848
,,1994,595.0300068
,,1995,727.9896576
,,1996,735.9819092
,,1997,661.6537598
,,1998,695.9523781
,,1999,688.9988969
,,2000,613.7323845
,,2001,648.4414733
,,2002,681.3118508
,,2003,831.8310403
,,2004,932.1680954
,,2005,992.6880581
,,2006,1027.731441
,,2007,1197.409561
,,2008,1403.949385
,,2009,1308.937808
,,2010,1271.583281
,,2011,1366.774501
,,2012,1317.779802
,,2013,1372.665779
,,2014,1396.657339
,,2015,1219.249415
,,2016,1269.903294
,,2017,1361.701972
,,2018,1458.081584
,,2019,1435.830367
,,2020,1462.808169
,,2021,1606.472061
Serbia,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,2207.450598
,,1996,2864.084727
,,1997,3380.041416
,,1998,2571.17271
,,1999,2571.30404
